recipe_name,cuisine_type,meal_type,difficulty_level,prep_time_minutes,cook_time_minutes,servings,main_ingredients,all_ingredients,dietary_restrictions,instructions,nutritional_info
Thai Tomatoes Toast,Thai,Snacks,Medium,20,171,7,"Tomatoes, Pasta, Lentils","Tomatoes, Pasta, Lentils, Milk, Sugar, Garlic, Olive Oil","Vegan, Paleo, Contains shellfish","Prepare Tomatoes, Pasta, Lentils. Cook with Tomatoes, Pasta, Lentils, Milk, Sugar, Garlic, Olive Oil. Season and serve.","Calories: 611, Protein: 31g, Carbs: 60g, Fat: 15g"
Italian Pork Bake,Italian,Dinner,Easy,68,39,5,"Pork, Eggs, Mushrooms","Pork, Eggs, Mushrooms, Cream, Flour, Spices, Chili","Vegan, Low-carb, Contains nuts","Prepare Pork, Eggs, Mushrooms. Cook with Pork, Eggs, Mushrooms, Cream, Flour, Spices, Chili. Season and serve.","Calories: 592, Protein: 28g, Carbs: 46g, Fat: 17g"
African Tofu Sandwich,African,Lunch,Hard,27,163,1,"Tofu, Fish, Potatoes","Tofu, Fish, Potatoes, Herbs, Soy Sauce, Yogurt, Flour","Gluten-free, Contains dairy, Vegetarian","Prepare Tofu, Fish, Potatoes. Cook with Tofu, Fish, Potatoes, Herbs, Soy Sauce, Yogurt, Flour. Season and serve.","Calories: 429, Protein: 37g, Carbs: 28g, Fat: 13g"
Korean Chicken Bulgogi,Korean,Lunch,Medium,54,127,3,"Chicken, Tomatoes, Tofu","Chicken, Tomatoes, Tofu, Onion, Olive Oil, Chili, Flour","Contains nuts, Halal, Vegetarian","Prepare Chicken, Tomatoes, Tofu. Cook with Chicken, Tomatoes, Tofu, Onion, Olive Oil, Chili, Flour. Season and serve.","Calories: 698, Protein: 13g, Carbs: 47g, Fat: 10g"
Middle Eastern Spinach Casserole,Middle Eastern,Breakfast,Easy,22,42,8,"Spinach, Pork, Rice","Spinach, Pork, Rice, Garlic, Yogurt, Honey, Onion",Low-carb,"Prepare Spinach, Pork, Rice. Cook with Spinach, Pork, Rice, Garlic, Yogurt, Honey, Onion. Season and serve.","Calories: 625, Protein: 22g, Carbs: 55g, Fat: 6g"
Japanese Shrimp Katsu,Japanese,Dinner,Hard,79,180,4,"Shrimp, Rice, Spinach","Shrimp, Rice, Spinach, Honey, Soy Sauce, Butter, Herbs","Contains shellfish, Contains dairy, Kosher","Prepare Shrimp, Rice, Spinach. Cook with Shrimp, Rice, Spinach, Honey, Soy Sauce, Butter, Herbs. Season and serve.","Calories: 308, Protein: 26g, Carbs: 52g, Fat: 24g"
Korean Mushrooms Jjigae,Korean,Dinner,Medium,56,75,6,"Mushrooms, Cheese, Tofu","Mushrooms, Cheese, Tofu, Onion, Chili, Garlic, Honey","Low-carb, Contains dairy, Vegetarian","Prepare Mushrooms, Cheese, Tofu. Cook with Mushrooms, Cheese, Tofu, Onion, Chili, Garlic, Honey. Season and serve.","Calories: 317, Protein: 13g, Carbs: 46g, Fat: 27g"
Thai Potatoes Curry,Thai,Desserts,Easy,14,9,8,"Potatoes, Pork, Rice","Potatoes, Pork, Rice, Cream, Milk, Olive Oil, Chili",Vegan,"Prepare Potatoes, Pork, Rice. Cook with Potatoes, Pork, Rice, Cream, Milk, Olive Oil, Chili. Season and serve.","Calories: 242, Protein: 34g, Carbs: 42g, Fat: 19g"
Chinese Lentils Dumplings,Chinese,Dinner,Hard,14,118,2,"Lentils, Pasta, Spinach","Lentils, Pasta, Spinach, Milk, Garlic, Honey, Olive Oil","Halal, Contains nuts","Prepare Lentils, Pasta, Spinach. Cook with Lentils, Pasta, Spinach, Milk, Garlic, Honey, Olive Oil. Season and serve.","Calories: 497, Protein: 7g, Carbs: 75g, Fat: 11g"
Italian Shrimp Bowl,Italian,Snacks,Hard,31,100,1,"Shrimp, Potatoes, Rice","Shrimp, Potatoes, Rice, Sugar, Soy Sauce, Butter, Chili","Vegan, Low-carb, Gluten-free","Prepare Shrimp, Potatoes, Rice. Cook with Shrimp, Potatoes, Rice, Sugar, Soy Sauce, Butter, Chili. Season and serve.","Calories: 471, Protein: 8g, Carbs: 47g, Fat: 8g"
Mediterranean Spinach Bake,Mediterranean,Breakfast,Hard,38,79,6,"Spinach, Eggs, Cheese","Spinach, Eggs, Cheese, Garlic, Milk, Spices, Butter","Gluten-free, Paleo","Prepare Spinach, Eggs, Cheese. Cook with Spinach, Eggs, Cheese, Garlic, Milk, Spices, Butter. Season and serve.","Calories: 454, Protein: 29g, Carbs: 54g, Fat: 9g"
Middle Eastern Potatoes Bake,Middle Eastern,Breakfast,Easy,78,132,1,"Potatoes, Spinach, Pasta","Potatoes, Spinach, Pasta, Cream, Spices, Soy Sauce, Milk","Contains shellfish, Halal","Prepare Potatoes, Spinach, Pasta. Cook with Potatoes, Spinach, Pasta, Cream, Spices, Soy Sauce, Milk. Season and serve.","Calories: 279, Protein: 11g, Carbs: 63g, Fat: 16g"
Japanese Eggs Roast,Japanese,Desserts,Hard,77,16,2,"Eggs, Lentils, Mushrooms","Eggs, Lentils, Mushrooms, Sugar, Garlic, Honey, Yogurt",Contains shellfish,"Prepare Eggs, Lentils, Mushrooms. Cook with Eggs, Lentils, Mushrooms, Sugar, Garlic, Honey, Yogurt. Season and serve.","Calories: 492, Protein: 15g, Carbs: 25g, Fat: 16g"
French Fish Soup,French,Lunch,Easy,64,126,1,"Fish, Potatoes, Rice","Fish, Potatoes, Rice, Honey, Milk, Sugar, Garlic","Gluten-free, Low-carb","Prepare Fish, Potatoes, Rice. Cook with Fish, Potatoes, Rice, Honey, Milk, Sugar, Garlic. Season and serve.","Calories: 403, Protein: 39g, Carbs: 21g, Fat: 27g"
Indian Tomatoes & Chicken Bake,Indian,Lunch,Medium,85,65,7,"Tomatoes, Chicken, Eggs","Tomatoes, Chicken, Eggs, Flour, Herbs, Honey, Soy Sauce","Low-carb, Contains shellfish","Prepare Tomatoes, Chicken, Eggs. Cook with Tomatoes, Chicken, Eggs, Flour, Herbs, Honey, Soy Sauce. Season and serve.","Calories: 258, Protein: 38g, Carbs: 57g, Fat: 18g"
Japanese Tofu Bowl,Japanese,Desserts,Hard,87,53,8,"Tofu, Chicken, Pasta","Tofu, Chicken, Pasta, Honey, Soy Sauce, Yogurt, Sugar",Low-carb,"Prepare Tofu, Chicken, Pasta. Cook with Tofu, Chicken, Pasta, Honey, Soy Sauce, Yogurt, Sugar. Season and serve.","Calories: 494, Protein: 27g, Carbs: 20g, Fat: 12g"
Middle Eastern Rice Kebabs,Middle Eastern,Desserts,Medium,88,155,1,"Rice, Potatoes, Lentils","Rice, Potatoes, Lentils, Soy Sauce, Chili, Honey, Flour","Contains dairy, Low-carb","Prepare Rice, Potatoes, Lentils. Cook with Rice, Potatoes, Lentils, Soy Sauce, Chili, Honey, Flour. Season and serve.","Calories: 698, Protein: 17g, Carbs: 24g, Fat: 25g"
Italian Chicken Ragù,Italian,Lunch,Medium,35,10,1,"Chicken, Rice, Shrimp","Chicken, Rice, Shrimp, Herbs, Milk, Soy Sauce, Olive Oil","Contains dairy, Low-carb","Prepare Chicken, Rice, Shrimp. Cook with Chicken, Rice, Shrimp, Herbs, Milk, Soy Sauce, Olive Oil. Season and serve.","Calories: 460, Protein: 8g, Carbs: 19g, Fat: 8g"
Mexican Fish Salad,Mexican,Snacks,Easy,49,80,1,"Fish, Eggs, Beef","Fish, Eggs, Beef, Honey, Flour, Cream, Olive Oil","Low-carb, Halal","Prepare Fish, Eggs, Beef. Cook with Fish, Eggs, Beef, Honey, Flour, Cream, Olive Oil. Season and serve.","Calories: 355, Protein: 26g, Carbs: 54g, Fat: 25g"
Korean Shrimp Skillet,Korean,Dinner,Medium,51,176,4,"Shrimp, Beef, Mushrooms","Shrimp, Beef, Mushrooms, Yogurt, Spices, Butter, Olive Oil",Kosher,"Prepare Shrimp, Beef, Mushrooms. Cook with Shrimp, Beef, Mushrooms, Yogurt, Spices, Butter, Olive Oil. Season and serve.","Calories: 617, Protein: 10g, Carbs: 30g, Fat: 5g"
Mediterranean Shrimp Salad,Mediterranean,Breakfast,Hard,84,167,7,"Shrimp, Pork, Fish","Shrimp, Pork, Fish, Chili, Herbs, Garlic, Onion","Contains shellfish, Halal, Vegan","Prepare Shrimp, Pork, Fish. Cook with Shrimp, Pork, Fish, Chili, Herbs, Garlic, Onion. Season and serve.","Calories: 257, Protein: 39g, Carbs: 44g, Fat: 14g"
African Chicken Stir-Fry,African,Lunch,Medium,52,118,3,"Chicken, Tofu, Mushrooms","Chicken, Tofu, Mushrooms, Chili, Honey, Olive Oil, Butter","Low-carb, Contains shellfish","Prepare Chicken, Tofu, Mushrooms. Cook with Chicken, Tofu, Mushrooms, Chili, Honey, Olive Oil, Butter. Season and serve.","Calories: 473, Protein: 17g, Carbs: 36g, Fat: 17g"
Vietnamese Beef Roast,Vietnamese,Desserts,Hard,10,16,2,"Beef, Lentils, Pasta","Beef, Lentils, Pasta, Garlic, Flour, Onion, Milk","Low-carb, Vegan, Contains dairy","Prepare Beef, Lentils, Pasta. Cook with Beef, Lentils, Pasta, Garlic, Flour, Onion, Milk. Season and serve.","Calories: 446, Protein: 5g, Carbs: 78g, Fat: 7g"
Thai Pasta Roast,Thai,Breakfast,Hard,45,138,7,"Pasta, Shrimp, Fish","Pasta, Shrimp, Fish, Garlic, Onion, Flour, Yogurt","Gluten-free, Halal","Prepare Pasta, Shrimp, Fish. Cook with Pasta, Shrimp, Fish, Garlic, Onion, Flour, Yogurt. Season and serve.","Calories: 538, Protein: 6g, Carbs: 21g, Fat: 16g"
Spanish Pork Bake,Spanish,Dinner,Easy,32,31,5,"Pork, Rice, Cheese","Pork, Rice, Cheese, Milk, Chili, Olive Oil, Spices",Contains shellfish,"Prepare Pork, Rice, Cheese. Cook with Pork, Rice, Cheese, Milk, Chili, Olive Oil, Spices. Season and serve.","Calories: 407, Protein: 12g, Carbs: 62g, Fat: 8g"
Spanish Pork Paella,Spanish,Snacks,Hard,6,93,8,"Pork, Beef, Tomatoes","Pork, Beef, Tomatoes, Cream, Flour, Milk, Olive Oil","Vegan, Contains nuts","Prepare Pork, Beef, Tomatoes. Cook with Pork, Beef, Tomatoes, Cream, Flour, Milk, Olive Oil. Season and serve.","Calories: 259, Protein: 21g, Carbs: 72g, Fat: 8g"
Thai Shrimp Skillet,Thai,Snacks,Medium,12,109,2,"Shrimp, Tomatoes, Spinach","Shrimp, Tomatoes, Spinach, Yogurt, Spices, Chili, Garlic",Contains shellfish,"Prepare Shrimp, Tomatoes, Spinach. Cook with Shrimp, Tomatoes, Spinach, Yogurt, Spices, Chili, Garlic. Season and serve.","Calories: 437, Protein: 40g, Carbs: 17g, Fat: 8g"
Thai Pork Energy Balls,Thai,Snacks,Hard,41,128,6,"Pork, Lentils, Fish","Pork, Lentils, Fish, Sugar, Garlic, Herbs, Honey","Paleo, Contains shellfish","Prepare Pork, Lentils, Fish. Cook with Pork, Lentils, Fish, Sugar, Garlic, Herbs, Honey. Season and serve.","Calories: 663, Protein: 9g, Carbs: 61g, Fat: 21g"
Mexican Fish Quesadillas,Mexican,Snacks,Hard,7,164,2,"Fish, Cheese, Rice","Fish, Cheese, Rice, Honey, Herbs, Yogurt, Chili","Contains shellfish, Gluten-free, Vegan","Prepare Fish, Cheese, Rice. Cook with Fish, Cheese, Rice, Honey, Herbs, Yogurt, Chili. Season and serve.","Calories: 659, Protein: 19g, Carbs: 14g, Fat: 10g"
Vietnamese Pasta Vermicelli Bowl,Vietnamese,Desserts,Easy,46,164,2,"Pasta, Potatoes, Shrimp","Pasta, Potatoes, Shrimp, Soy Sauce, Butter, Garlic, Spices","Gluten-free, Vegan, Paleo","Prepare Pasta, Potatoes, Shrimp. Cook with Pasta, Potatoes, Shrimp, Soy Sauce, Butter, Garlic, Spices. Season and serve.","Calories: 487, Protein: 5g, Carbs: 51g, Fat: 25g"
Middle Eastern Eggs Toast,Middle Eastern,Snacks,Easy,55,35,8,"Eggs, Tofu, Mushrooms","Eggs, Tofu, Mushrooms, Flour, Herbs, Onion, Olive Oil","Kosher, Paleo, Vegetarian","Prepare Eggs, Tofu, Mushrooms. Cook with Eggs, Tofu, Mushrooms, Flour, Herbs, Onion, Olive Oil. Season and serve.","Calories: 203, Protein: 19g, Carbs: 13g, Fat: 16g"
Chinese Tofu Pudding,Chinese,Desserts,Medium,37,115,7,"Tofu, Fish, Mushrooms","Tofu, Fish, Mushrooms, Flour, Spices, Yogurt, Chili",Kosher,"Prepare Tofu, Fish, Mushrooms. Cook with Tofu, Fish, Mushrooms, Flour, Spices, Yogurt, Chili. Season and serve.","Calories: 308, Protein: 34g, Carbs: 20g, Fat: 28g"
Indian Tomatoes Casserole,Indian,Desserts,Easy,56,156,7,"Tomatoes, Pork, Rice","Tomatoes, Pork, Rice, Butter, Herbs, Spices, Honey","Vegan, Gluten-free","Prepare Tomatoes, Pork, Rice. Cook with Tomatoes, Pork, Rice, Butter, Herbs, Spices, Honey. Season and serve.","Calories: 696, Protein: 10g, Carbs: 40g, Fat: 7g"
Indian Fish Bowl,Indian,Dinner,Medium,25,74,6,"Fish, Lentils, Pork","Fish, Lentils, Pork, Garlic, Soy Sauce, Onion, Yogurt","Paleo, Gluten-free, Kosher","Prepare Fish, Lentils, Pork. Cook with Fish, Lentils, Pork, Garlic, Soy Sauce, Onion, Yogurt. Season and serve.","Calories: 579, Protein: 18g, Carbs: 70g, Fat: 30g"
Spanish Beef & Chicken Fabada,Spanish,Lunch,Easy,70,2,4,"Beef, Chicken, Mushrooms","Beef, Chicken, Mushrooms, Chili, Yogurt, Flour, Olive Oil","Low-carb, Kosher, Vegetarian","Prepare Beef, Chicken, Mushrooms. Cook with Beef, Chicken, Mushrooms, Chili, Yogurt, Flour, Olive Oil. Season and serve.","Calories: 202, Protein: 16g, Carbs: 36g, Fat: 26g"
Korean Fish Stir-Fry,Korean,Desserts,Easy,6,94,2,"Fish, Tomatoes, Mushrooms","Fish, Tomatoes, Mushrooms, Milk, Yogurt, Sugar, Soy Sauce","Paleo, Low-carb","Prepare Fish, Tomatoes, Mushrooms. Cook with Fish, Tomatoes, Mushrooms, Milk, Yogurt, Sugar, Soy Sauce. Season and serve.","Calories: 385, Protein: 31g, Carbs: 72g, Fat: 7g"
Indian Cheese Curry,Indian,Lunch,Medium,89,90,3,"Cheese, Fish, Pasta","Cheese, Fish, Pasta, Butter, Herbs, Soy Sauce, Cream","Low-carb, Contains nuts, Gluten-free","Prepare Cheese, Fish, Pasta. Cook with Cheese, Fish, Pasta, Butter, Herbs, Soy Sauce, Cream. Season and serve.","Calories: 564, Protein: 22g, Carbs: 44g, Fat: 11g"
Chinese Pasta Soup,Chinese,Breakfast,Easy,56,39,7,"Pasta, Fish, Shrimp","Pasta, Fish, Shrimp, Garlic, Milk, Butter, Sugar","Gluten-free, Contains nuts, Halal","Prepare Pasta, Fish, Shrimp. Cook with Pasta, Fish, Shrimp, Garlic, Milk, Butter, Sugar. Season and serve.","Calories: 310, Protein: 17g, Carbs: 33g, Fat: 16g"
French Fish & Potatoes Pilaf,French,Snacks,Medium,85,152,7,"Fish, Potatoes, Shrimp","Fish, Potatoes, Shrimp, Yogurt, Sugar, Soy Sauce, Cream","Vegetarian, Kosher, Gluten-free","Prepare Fish, Potatoes, Shrimp. Cook with Fish, Potatoes, Shrimp, Yogurt, Sugar, Soy Sauce, Cream. Season and serve.","Calories: 682, Protein: 37g, Carbs: 49g, Fat: 23g"
French Potatoes Soup,French,Breakfast,Hard,76,93,2,"Potatoes, Fish, Lentils","Potatoes, Fish, Lentils, Spices, Butter, Chili, Sugar","Contains dairy, Halal, Paleo","Prepare Potatoes, Fish, Lentils. Cook with Potatoes, Fish, Lentils, Spices, Butter, Chili, Sugar. Season and serve.","Calories: 237, Protein: 33g, Carbs: 20g, Fat: 14g"
African Chicken Casserole,African,Snacks,Medium,37,11,8,"Chicken, Fish, Cheese","Chicken, Fish, Cheese, Garlic, Flour, Herbs, Milk","Vegetarian, Paleo","Prepare Chicken, Fish, Cheese. Cook with Chicken, Fish, Cheese, Garlic, Flour, Herbs, Milk. Season and serve.","Calories: 228, Protein: 11g, Carbs: 72g, Fat: 30g"
French Tofu Pilaf,French,Breakfast,Medium,82,35,7,"Tofu, Lentils, Chicken","Tofu, Lentils, Chicken, Cream, Soy Sauce, Flour, Garlic","Contains dairy, Vegan, Contains shellfish","Prepare Tofu, Lentils, Chicken. Cook with Tofu, Lentils, Chicken, Cream, Soy Sauce, Flour, Garlic. Season and serve.","Calories: 460, Protein: 26g, Carbs: 50g, Fat: 22g"
Vietnamese Cheese Stew,Vietnamese,Dinner,Easy,43,78,2,"Cheese, Chicken, Mushrooms","Cheese, Chicken, Mushrooms, Chili, Onion, Honey, Herbs","Vegetarian, Contains shellfish, Contains dairy","Prepare Cheese, Chicken, Mushrooms. Cook with Cheese, Chicken, Mushrooms, Chili, Onion, Honey, Herbs. Season and serve.","Calories: 232, Protein: 29g, Carbs: 67g, Fat: 10g"
Vietnamese Tofu Banh Mi,Vietnamese,Lunch,Hard,38,96,4,"Tofu, Shrimp, Pasta","Tofu, Shrimp, Pasta, Olive Oil, Butter, Flour, Spices","Halal, Contains dairy, Paleo","Prepare Tofu, Shrimp, Pasta. Cook with Tofu, Shrimp, Pasta, Olive Oil, Butter, Flour, Spices. Season and serve.","Calories: 258, Protein: 21g, Carbs: 69g, Fat: 13g"
Thai Tomatoes Curry,Thai,Lunch,Hard,73,110,8,"Tomatoes, Shrimp, Lentils","Tomatoes, Shrimp, Lentils, Cream, Honey, Garlic, Butter","Halal, Contains nuts","Prepare Tomatoes, Shrimp, Lentils. Cook with Tomatoes, Shrimp, Lentils, Cream, Honey, Garlic, Butter. Season and serve.","Calories: 307, Protein: 12g, Carbs: 55g, Fat: 14g"
Japanese Lentils Stir-Fry,Japanese,Snacks,Medium,20,2,8,"Lentils, Cheese, Rice","Lentils, Cheese, Rice, Chili, Butter, Honey, Onion","Paleo, Kosher, Contains nuts","Prepare Lentils, Cheese, Rice. Cook with Lentils, Cheese, Rice, Chili, Butter, Honey, Onion. Season and serve.","Calories: 560, Protein: 25g, Carbs: 27g, Fat: 12g"
Mexican Mushrooms Roast,Mexican,Desserts,Hard,14,0,8,"Mushrooms, Tofu, Eggs","Mushrooms, Tofu, Eggs, Herbs, Honey, Olive Oil, Milk","Contains dairy, Low-carb, Contains shellfish","Prepare Mushrooms, Tofu, Eggs. Cook with Mushrooms, Tofu, Eggs, Herbs, Honey, Olive Oil, Milk. Season and serve.","Calories: 647, Protein: 29g, Carbs: 69g, Fat: 12g"
Korean Mushrooms Soup,Korean,Breakfast,Hard,62,20,5,"Mushrooms, Pasta, Potatoes","Mushrooms, Pasta, Potatoes, Flour, Spices, Onion, Milk","Halal, Contains nuts","Prepare Mushrooms, Pasta, Potatoes. Cook with Mushrooms, Pasta, Potatoes, Flour, Spices, Onion, Milk. Season and serve.","Calories: 268, Protein: 27g, Carbs: 60g, Fat: 18g"
African Chicken Skillet,African,Breakfast,Easy,76,10,5,"Chicken, Tomatoes, Mushrooms","Chicken, Tomatoes, Mushrooms, Spices, Yogurt, Cream, Sugar",Gluten-free,"Prepare Chicken, Tomatoes, Mushrooms. Cook with Chicken, Tomatoes, Mushrooms, Spices, Yogurt, Cream, Sugar. Season and serve.","Calories: 326, Protein: 18g, Carbs: 61g, Fat: 10g"
Indian Lentils Casserole,Indian,Snacks,Hard,33,127,1,"Lentils, Cheese, Eggs","Lentils, Cheese, Eggs, Soy Sauce, Honey, Milk, Cream","Halal, Contains nuts","Prepare Lentils, Cheese, Eggs. Cook with Lentils, Cheese, Eggs, Soy Sauce, Honey, Milk, Cream. Season and serve.","Calories: 596, Protein: 19g, Carbs: 19g, Fat: 14g"
Korean Fish Breakfast Bowl,Korean,Breakfast,Medium,65,168,7,"Fish, Eggs, Shrimp","Fish, Eggs, Shrimp, Garlic, Milk, Butter, Olive Oil","Halal, Low-carb","Prepare Fish, Eggs, Shrimp. Cook with Fish, Eggs, Shrimp, Garlic, Milk, Butter, Olive Oil. Season and serve.","Calories: 623, Protein: 18g, Carbs: 36g, Fat: 26g"
Middle Eastern Potatoes Bowl,Middle Eastern,Snacks,Hard,58,149,3,"Potatoes, Pork, Tofu","Potatoes, Pork, Tofu, Soy Sauce, Chili, Honey, Flour","Vegetarian, Contains shellfish, Contains nuts","Prepare Potatoes, Pork, Tofu. Cook with Potatoes, Pork, Tofu, Soy Sauce, Chili, Honey, Flour. Season and serve.","Calories: 645, Protein: 31g, Carbs: 67g, Fat: 5g"
Japanese Tofu Casserole,Japanese,Desserts,Medium,81,73,3,"Tofu, Cheese, Eggs","Tofu, Cheese, Eggs, Sugar, Milk, Flour, Butter","Low-carb, Vegan","Prepare Tofu, Cheese, Eggs. Cook with Tofu, Cheese, Eggs, Sugar, Milk, Flour, Butter. Season and serve.","Calories: 278, Protein: 35g, Carbs: 21g, Fat: 22g"
Indian Cheese Power Bowl,Indian,Lunch,Medium,7,109,3,"Cheese, Pasta, Tomatoes","Cheese, Pasta, Tomatoes, Soy Sauce, Herbs, Olive Oil, Sugar",Contains dairy,"Prepare Cheese, Pasta, Tomatoes. Cook with Cheese, Pasta, Tomatoes, Soy Sauce, Herbs, Olive Oil, Sugar. Season and serve.","Calories: 391, Protein: 16g, Carbs: 75g, Fat: 30g"
Thai Eggs Tom Kha,Thai,Dinner,Medium,73,77,3,"Eggs, Pasta, Mushrooms","Eggs, Pasta, Mushrooms, Garlic, Soy Sauce, Yogurt, Honey",Contains shellfish,"Prepare Eggs, Pasta, Mushrooms. Cook with Eggs, Pasta, Mushrooms, Garlic, Soy Sauce, Yogurt, Honey. Season and serve.","Calories: 404, Protein: 7g, Carbs: 73g, Fat: 8g"
Thai Spinach Bowl,Thai,Desserts,Medium,38,12,1,"Spinach, Chicken, Lentils","Spinach, Chicken, Lentils, Soy Sauce, Cream, Butter, Chili","Contains nuts, Contains shellfish, Halal","Prepare Spinach, Chicken, Lentils. Cook with Spinach, Chicken, Lentils, Soy Sauce, Cream, Butter, Chili. Season and serve.","Calories: 287, Protein: 26g, Carbs: 52g, Fat: 23g"
Spanish Tofu Salad,Spanish,Dinner,Easy,87,43,5,"Tofu, Rice, Chicken","Tofu, Rice, Chicken, Spices, Flour, Milk, Honey",Contains dairy,"Prepare Tofu, Rice, Chicken. Cook with Tofu, Rice, Chicken, Spices, Flour, Milk, Honey. Season and serve.","Calories: 380, Protein: 27g, Carbs: 49g, Fat: 17g"
Vietnamese Chicken Salad,Vietnamese,Lunch,Medium,61,167,4,"Chicken, Potatoes, Cheese","Chicken, Potatoes, Cheese, Onion, Honey, Herbs, Olive Oil","Contains nuts, Halal, Paleo","Prepare Chicken, Potatoes, Cheese. Cook with Chicken, Potatoes, Cheese, Onion, Honey, Herbs, Olive Oil. Season and serve.","Calories: 632, Protein: 28g, Carbs: 25g, Fat: 30g"
Japanese Lentils & Tomatoes Stir-Fry,Japanese,Dinner,Easy,67,168,4,"Lentils, Tomatoes, Pork","Lentils, Tomatoes, Pork, Butter, Spices, Cream, Sugar","Low-carb, Contains dairy","Prepare Lentils, Tomatoes, Pork. Cook with Lentils, Tomatoes, Pork, Butter, Spices, Cream, Sugar. Season and serve.","Calories: 395, Protein: 32g, Carbs: 78g, Fat: 6g"
Middle Eastern Tomatoes Frittata,Middle Eastern,Breakfast,Easy,68,69,2,"Tomatoes, Lentils, Potatoes","Tomatoes, Lentils, Potatoes, Honey, Cream, Flour, Yogurt",Contains nuts,"Prepare Tomatoes, Lentils, Potatoes. Cook with Tomatoes, Lentils, Potatoes, Honey, Cream, Flour, Yogurt. Season and serve.","Calories: 379, Protein: 24g, Carbs: 42g, Fat: 26g"
Vietnamese Chicken Pho,Vietnamese,Breakfast,Hard,72,64,7,"Chicken, Mushrooms, Shrimp","Chicken, Mushrooms, Shrimp, Soy Sauce, Cream, Chili, Butter","Low-carb, Contains nuts","Prepare Chicken, Mushrooms, Shrimp. Cook with Chicken, Mushrooms, Shrimp, Soy Sauce, Cream, Chili, Butter. Season and serve.","Calories: 671, Protein: 38g, Carbs: 65g, Fat: 24g"
Spanish Rice Stir-Fry,Spanish,Lunch,Easy,9,65,7,"Rice, Shrimp, Potatoes","Rice, Shrimp, Potatoes, Butter, Chili, Flour, Garlic",Paleo,"Prepare Rice, Shrimp, Potatoes. Cook with Rice, Shrimp, Potatoes, Butter, Chili, Flour, Garlic. Season and serve.","Calories: 460, Protein: 5g, Carbs: 59g, Fat: 14g"
African Pork Salad,African,Desserts,Easy,51,36,2,"Pork, Potatoes, Cheese","Pork, Potatoes, Cheese, Onion, Honey, Olive Oil, Spices","Low-carb, Paleo, Vegetarian","Prepare Pork, Potatoes, Cheese. Cook with Pork, Potatoes, Cheese, Onion, Honey, Olive Oil, Spices. Season and serve.","Calories: 481, Protein: 28g, Carbs: 41g, Fat: 29g"
Vietnamese Pasta Skillet,Vietnamese,Snacks,Easy,84,99,1,"Pasta, Spinach, Tofu","Pasta, Spinach, Tofu, Spices, Herbs, Soy Sauce, Sugar","Vegan, Gluten-free, Vegetarian","Prepare Pasta, Spinach, Tofu. Cook with Pasta, Spinach, Tofu, Spices, Herbs, Soy Sauce, Sugar. Season and serve.","Calories: 650, Protein: 40g, Carbs: 24g, Fat: 14g"
French Tomatoes Velouté,French,Lunch,Easy,60,65,4,"Tomatoes, Spinach, Beef","Tomatoes, Spinach, Beef, Chili, Milk, Spices, Yogurt",Contains nuts,"Prepare Tomatoes, Spinach, Beef. Cook with Tomatoes, Spinach, Beef, Chili, Milk, Spices, Yogurt. Season and serve.","Calories: 551, Protein: 11g, Carbs: 57g, Fat: 15g"
Korean Pork Bake,Korean,Lunch,Medium,36,42,8,"Pork, Shrimp, Spinach","Pork, Shrimp, Spinach, Olive Oil, Sugar, Cream, Honey","Contains dairy, Gluten-free, Kosher","Prepare Pork, Shrimp, Spinach. Cook with Pork, Shrimp, Spinach, Olive Oil, Sugar, Cream, Honey. Season and serve.","Calories: 348, Protein: 19g, Carbs: 56g, Fat: 14g"
Middle Eastern Tomatoes & Mushrooms Salad,Middle Eastern,Desserts,Medium,38,50,5,"Tomatoes, Mushrooms, Chicken","Tomatoes, Mushrooms, Chicken, Honey, Yogurt, Milk, Spices","Vegetarian, Halal, Contains dairy","Prepare Tomatoes, Mushrooms, Chicken. Cook with Tomatoes, Mushrooms, Chicken, Honey, Yogurt, Milk, Spices. Season and serve.","Calories: 278, Protein: 18g, Carbs: 29g, Fat: 18g"
Vietnamese Chicken Skillet,Vietnamese,Lunch,Easy,50,7,7,"Chicken, Fish, Pasta","Chicken, Fish, Pasta, Spices, Herbs, Cream, Garlic",Vegan,"Prepare Chicken, Fish, Pasta. Cook with Chicken, Fish, Pasta, Spices, Herbs, Cream, Garlic. Season and serve.","Calories: 582, Protein: 20g, Carbs: 40g, Fat: 6g"
French Fish & Shrimp Velouté,French,Dinner,Easy,10,126,3,"Fish, Shrimp, Chicken","Fish, Shrimp, Chicken, Onion, Cream, Soy Sauce, Chili",Kosher,"Prepare Fish, Shrimp, Chicken. Cook with Fish, Shrimp, Chicken, Onion, Cream, Soy Sauce, Chili. Season and serve.","Calories: 281, Protein: 31g, Carbs: 10g, Fat: 24g"
American Pork Skillet,American,Desserts,Hard,77,82,4,"Pork, Cheese, Rice","Pork, Cheese, Rice, Cream, Milk, Flour, Garlic","Gluten-free, Contains nuts, Vegetarian","Prepare Pork, Cheese, Rice. Cook with Pork, Cheese, Rice, Cream, Milk, Flour, Garlic. Season and serve.","Calories: 529, Protein: 31g, Carbs: 78g, Fat: 5g"
